level_0,index,content,score,clean_content,minimal_content,en_content,lang,lang_prob,star_sentiment,vader_sentiment,vader_score,roberta_sentiment,roberta_confidence,roberta_conf_neg,roberta_conf_neu,roberta_conf_pos
30564,53280,,1,"I could not enter because he requests an amount ,, or reserve an amount for 7 days, but because of the fraud and fraud to reach the visa card ,, for this you must give us 7 free days without documenting the visa ,, I know very well that the opponent is not done, except after 7 days, but in this case I cannot trust you and I apologize for that ,, please look at the topic.","i could not enter because he request an amount, or reserve an amount for 7 days, but because of the fraud and fraud to reach the visa card, for this you must give u 7 free day without document the visa, i know very well that the opponent be not done, except after 7 days, but in this case i cannot trust you and i apologize for that, please look at the topic.","I could not enter because he requests an amount ,, or reserve an amount for 7 days, but because of the fraud and fraud to reach the visa card ,, for this you must give us 7 free days without documenting the visa ,, I know very well that the opponent is not done, except after 7 days, but in this case I cannot trust you and I apologize for that ,, please look at the topic.",en,0.9570215940475464,negative,negative,-0.5738,negative,0.8703778,0.8703778,0.12227189,0.0073503433
30565,53281,,5,"Wonderful, but it was better if the explanation in Arabic provides some words I could not understand and also the application is incomprehensible. I do not know the arrangement of lessons and how never. Despite this, it contains amazing features, I recommend it to download 🤗 🌺 ☺️ ✨","wonderful, but it be well if the explanation in arabic provide some word i could not understand and also the application be incomprehensible. i do not know the arrangement of lesson and how never. despite this, it contain amazing features, i recommend it to download 🤗 🌺 ☺ ✨","Wonderful, but it was better if the explanation in Arabic provides some words I could not understand and also the application is incomprehensible. I do not know the arrangement of lessons and how never. Despite this, it contains amazing features, I recommend it to download 🤗🌺☺️✨",en,0.9070743322372437,positive,positive,0.9253,neutral,0.2748279,0.38012156,0.2748279,0.34505045
30566,53282,,5,"Frankly, the application is very excellent, in which there are many things that we were unaware of, which is the problem of pronunciation. By God, it is with the large number of practicing daily, it will be a quick pronunciation like foreigners.","frankly, the application be very excellent, in which there be many thing that we be unaware of, which be the problem of pronunciation. by god, it be with the large number of practice daily, it will be a quick pronunciation like foreigners.","Frankly, the application is very excellent, in which there are many things that we were unaware of, which is the problem of pronunciation. By God, it is with the large number of practicing daily, it will be a quick pronunciation like foreigners.",en,0.953892469406128,positive,positive,0.659,positive,0.78508335,0.027014935,0.18790163,0.78508335
30567,53283,,1,"One star is sufficient, because the application did not put Arabic within the 9 languages ​​in the interface of its use, as if it were an uncompromising language, or does not want the Arabic bombers to learn during it ... Thank you Elsa.","one star be sufficient, because the application do not put arabic within the 9 language in the interface of it be use, as if it be an uncompromising language, or do not want the arabic bomber to learn during it. thank you elsa.","One star is sufficient, because the application did not put Arabic within the 9 languages ​​in the interface of its use, as if it were an uncompromising language, or does not want the Arabic bombers to learn during it ... Thank you Elsa.",en,0.9194647073745728,negative,positive,0.3134,neutral,0.62402654,0.29030535,0.62402654,0.085668124
30568,53284,,5,Very beautiful I loved it very much,very beautiful i love it very much,Very beautiful I loved it very much,en,0.9918375611305236,positive,positive,0.8648,positive,0.9786621,0.009115576,0.01222239,0.9786621
30569,53285,,1,"The experience of the monster Ooi 👎 I always want to premium 👎 and if I am weak in the language, I wouldn't have a need for a translation of words, pictures or requests that he says 👎 👎 And God does not start even a star, but I must share my comment 👎 👎","the experience of the monster ooi 👎 i always want to premium 👎 and if i be weak in the language, i wouldnt have a need for a translation of words, picture or request that he say 👎 👎 and god do not start even a star, but i must share my comment 👎 👎","The experience of the monster Ooooooi 👎 I always want to premium 👎 and if I am weak in the language, I wouldn't have a need for a translation of words, pictures or requests that he says 👎👎 And God does not start even a star, but I must share my comment 👎👎",en,0.9389321208000184,negative,positive,0.3716,neutral,0.50329167,0.36142316,0.50329167,0.13528524
30570,53286,,5,"God willing, a wonderful and excellent application, although I used it without subscription and I did not try all its advantages, but it is really excellent and it will return you to learn and develop English, whatever your level. I advise those who want this to subscribe and benefit from this wonderful application","god willing, a wonderful and excellent application, although i use it without subscription and i do not try all it be advantages, but it be really excellent and it will return you to learn and develop english, whatever your level. i advise those who want this to subscribe and benefit from this wonderful application","God willing, a wonderful and excellent application, although I used it without subscription and I did not try all its advantages, but it is really excellent and it will return you to learn and develop English, whatever your level. I advise those who want this to subscribe and benefit from this wonderful application",en,0.9233071804046632,positive,positive,0.9704,positive,0.97487915,0.0050054044,0.020115487,0.97487915
30571,53287,,5,"The best application after Deligo This application is very professional, helps you to improve your accent and pronounce you greatly, of course, for those who love to learn the American dialect. But it gives you limited tasks for Al -Magani because it is a precedent application and it deserves frankly because it is among its advantages that you can learn through the conversation directly to the teachers.","the best application after deligo this application be very professional, help you to improve your accent and pronounce you greatly, of course, for those who love to learn the american dialect. but it give you limited task for al -magani because it be a precedent application and it deserve frankly because it be among it be advantage that you can learn through the conversation directly to the teachers.","The best application after Deligo This application is very professional, helps you to improve your accent and pronounce you greatly, of course, for those who love to learn the American dialect. But it gives you limited tasks for Al -Magani because it is a precedent application and it deserves frankly because it is among its advantages that you can learn through the conversation directly to the teachers.",en,0.9272199273109436,positive,positive,0.8068,positive,0.9338922,0.0059552435,0.0601526,0.9338922
30572,53288,,1,The program looks beautiful. But I gave him his star because he did not open with me because he was asking me to pay. Prior subscription. So I said it seems beautiful. As for the commentators who said it was free. I say God suffices and fear God in us.,the program look beautiful. but i give him his star because he do not open with me because he be ask me to pay. prior subscription. so i say it seem beautiful. as for the commentator who say it be free. i say god suffices and fear god in us.,The program looks beautiful. But I gave him his star because he did not open with me because he was asking me to pay. Prior subscription. So I said it seems beautiful. As for the commentators who said it was free. I say God suffices and fear God in us.,en,0.9813443422317504,negative,positive,0.9127,positive,0.90512365,0.013087574,0.081788786,0.90512365
30573,53289,,2,"By God, there is nothing wrong, I mean, he knows you, but how do you get an English and the problem without understanding, I mean, you want a new word on me, so I know that it is translated, and it is not free.","by god, there be nothing wrong, i mean, he know you, but how do you get an english and the problem without understanding, i mean, you want a new word on me, so i know that it be translated, and it be not free.","By God, there is nothing wrong, I mean, he knows you, but how do you get an English and the problem without understanding, I mean, you want a new word on me, so I know that it is translated, and it is not free.",en,0.9571180939674376,negative,negative,-0.6515,neutral,0.53205264,0.40720472,0.53205264,0.06074264
30574,53290,,4,"The application is great, but if it is possible to add the sentence translation according to the user's language so that we learn to speak and also new terms and thank you the application is wonderful. I advise each learner.","the application be great, but if it be possible to add the sentence translation accord to the user language so that we learn to speak and also new term and thank you the application be wonderful. i advise each learner.","The application is great, but if it is possible to add the sentence translation according to the user's language so that we learn to speak and also new terms and thank you the application is wonderful. I advise each learner.",en,0.9455930590629578,neutral,positive,0.9062,positive,0.94617885,0.0053290213,0.048492134,0.94617885
30575,53291,,1,"Unfortunately, the mistakes are allowed to make mistakes. I tried to pronounce the word other than what it is and gives me a sign that it is correct. I was disappointed personally.","unfortunately, the mistake be allow to make mistakes. i try to pronounce the word other than what it be and give me a sign that it be correct. i be disappointed personally.","Unfortunately, the mistakes are allowed to make mistakes. I tried to pronounce the word other than what it is and gives me a sign that it is correct. I was disappointed personally.",en,0.9429609179496764,negative,negative,-0.8176,negative,0.87732214,0.87732214,0.113993764,0.008684077
30576,53292,,5,"Frankly, a good application. It has many good things. And the free. But if you do not understand the meaning, you can download Yu Dakshnari. Then you translate the sentence that you did not understand its meaning. Knowing that it is worth trying to understand the meaning without translation because that will help you think about English.","frankly, a good application. it have many good things. and the free. but if you do not understand the meaning, you can download yu dakshnari. then you translate the sentence that you do not understand it be meaning. know that it be worth try to understand the meaning without translation because that will help you think about english.","Frankly, a good application. It has many good things. And the free. But if you do not understand the meaning, you can download Yu Dakshnari. Then you translate the sentence that you did not understand its meaning. Knowing that it is worth trying to understand the meaning without translation because that will help you think about English.",en,0.965762197971344,positive,positive,0.886,positive,0.8448404,0.023972295,0.13118733,0.8448404
30577,53293,,4,Very good for learning English and teaching the correct pronunciation of a person and helps very help,very good for learn english and teach the correct pronunciation of a person and help very help,Very good for learning English and teaching the correct pronunciation of a person and helps very help,en,0.9675613045692444,neutral,positive,0.8221,positive,0.88050675,0.008191527,0.11130173,0.88050675
30578,53294,,1,"The application is not free, as it does not work.","the application be not free, as it do not work.","The application is not free, as it does not work.",en,0.9768307209014891,negative,negative,-0.4023,negative,0.8351839,0.8351839,0.15538411,0.009431954
30579,53295,,5,With the development of AI's artificial intelligence technologies and the identification of Speech Recography - where the idea of ​​the application is based on recording your voice in certain sentences and comparing them to how the original speaker will pronounce them and find letters that you have said wrong and those that you pronounced well and show Score how close you are in your accent from the original speaker. Very cool Elsa Special,with the development of ai artificial intelligence technology and the identification of speech recography - where the idea of the application be base on record your voice in certain sentence and compare them to how the original speaker will pronounce them and find letter that you have say wrong and those that you pronounce well and show score how close you be in your accent from the original speaker. very cool elsa special,With the development of AI's artificial intelligence technologies and the identification of Speech Recography - where the idea of ​​the application is based on recording your voice in certain sentences and comparing them to how the original speaker will pronounce them and find letters that you have said wrong and those that you pronounced well and show Score how close you are in your accent from the original speaker. Very cool Elsa Special,en,0.9473013281822203,positive,positive,0.9128,positive,0.66830856,0.006158039,0.32553336,0.66830856
30580,53296,,1,"A deceitful application does not honestly does, if the word is pronounced with any bad pronunciation, it will tell you that your voice is similar to the pronunciation of the original speakers in English, and therefore it is not useful at all","a deceitful application do not honestly does, if the word be pronounce with any bad pronunciation, it will tell you that your voice be similar to the pronunciation of the original speaker in english, and therefore it be not useful at all","A deceitful application does not honestly does, if the word is pronounced with any bad pronunciation, it will tell you that your voice is similar to the pronunciation of the original speakers in English, and therefore it is not useful at all",en,0.8953959941864014,negative,negative,-0.8396,negative,0.87165165,0.87165165,0.11991306,0.008435311
30581,53297,,4,"A very beautiful application to learn the English language, but in the subscriptions section, the year is written for me 1700 Egyptian pounds and 3 months at 320. Why is this big difference or is it a mistake in the program. I hope this problem is solved","a very beautiful application to learn the english language, but in the subscription section, the year be write for me 1700 egyptian pound and 3 month at 320. why be this big difference or be it a mistake in the program. i hope this problem be solve","A very beautiful application to learn the English language, but in the subscriptions section, the year is written for me 1700 Egyptian pounds and 3 months at 320. Why is this big difference or is it a mistake in the program. I hope this problem is solved",en,0.8598026037216187,neutral,neutral,0.0923,negative,0.697664,0.697664,0.238135,0.06420097
30582,53298,,3,"The application is very good, but they said free for a week, then 53 riyals, a subscription, pay four times a year, the first thing I entered the bank card number number, withdraw 8 riyals, I don’t know why","the application be very good, but they say free for a week, then 53 riyals, a subscription, pay four time a year, the first thing i enter the bank card number number, withdraw 8 riyals, i do not t know why","The application is very good, but they said free for a week, then 53 riyals, a subscription, pay four times a year, the first thing I entered the bank card number number, withdraw 8 riyals, I don’t know why",en,0.9154137969017028,neutral,positive,0.7812,negative,0.64328223,0.64328223,0.29972425,0.056993555
30583,53299,,4,"Frankness is one of the best programs to strengthen the accent and fluency in the conversation, but the problem is that the program requires paying a certain amount to study for a longer period","frankness be one of the best program to strengthen the accent and fluency in the conversation, but the problem be that the program require pay a certain amount to study for a long period","Frankness is one of the best programs to strengthen the accent and fluency in the conversation, but the problem is that the program requires paying a certain amount to study for a longer period",en,0.904360055923462,neutral,neutral,0.1901,neutral,0.5411232,0.24370942,0.5411232,0.2151674
30584,53300,,5,"Excellent training, but if there is training to pronounce the letter, is it pronounced after another letter that prevents it, as well as the pronunciation","excellent training, but if there be train to pronounce the letter, be it pronounce after another letter that prevent it, as well as the pronunciation","Excellent training, but if there is training to pronounce the letter, is it pronounced after another letter that prevents it, as well as the pronunciation",en,0.9641834497451782,positive,positive,0.631,neutral,0.69464123,0.12693997,0.69464123,0.17841876
30585,53301,,5,"A good application, but I hope that it will give more free version because not all people are able to subscribe to the superior version","a good application, but i hope that it will give more free version because not all people be able to subscribe to the superior version","A good application, but I hope that it will give more free version because not all people are able to subscribe to the superior version",en,0.9277098774909972,positive,positive,0.9472,positive,0.8118444,0.018968277,0.16918735,0.8118444
30586,53302,,5,"Very very wonderful, I advise you to download it and benefit from it. It is beautiful.","very very wonderful, i advise you to download it and benefit from it. it be beautiful.","Very very wonderful, I advise you to download it and benefit from it. It is beautiful.",en,0.9874114990234376,positive,positive,0.9036,positive,0.9883624,0.0034596834,0.008177901,0.9883624
30587,53303,,1,"Bad, the settings are very limited and cannot be set.","bad, the setting be very limited and cannot be set.","Bad, the settings are very limited and cannot be set.",en,0.9343207478523254,negative,negative,-0.6901,negative,0.888112,0.888112,0.104168124,0.0077197785
30588,53304,,5,"A wonderful application that I have previously downloaded and for the lack of the phone memory, I wiped it, and here I am back, it is a very beautiful application that encourages you step by step to be able to the English language and pronounce it as it should.","a wonderful application that i have previously download and for the lack of the phone memory, i wipe it, and here i be back, it be a very beautiful application that encourage you step by step to be able to the english language and pronounce it as it should.","A wonderful application that I have previously downloaded and for the lack of the phone memory, I wiped it, and here I am back, it is a very beautiful application that encourages you step by step to be able to the English language and pronounce it as it should.",en,0.9641772508621216,positive,positive,0.8718,positive,0.9599629,0.0061265808,0.033910535,0.9599629
30589,53305,,4,The application is very sweet ❤ ❤ but a 4 -star and only a lot because it is difficult to grill 💞 😍 😘 💞,the application be very sweet ❤ ❤ but a 4 -star and only a lot because it be difficult to grill 💞 😍 😘 💞,The application is very sweet ❤❤ but a 4 -star and only a lot because it is difficult to grill 💞😍😘 💞,en,0.935090959072113,neutral,negative,-0.274,positive,0.95465046,0.0103573715,0.034992203,0.95465046
30590,53306,,5,"A very wonderful application, and useful for learning the English language 😍 I hope it prefers free and not a specific period, so that we can benefit for the longest duration ♥ ️ ♥ ️.","a very wonderful application, and useful for learn the english language 😍 i hope it prefer free and not a specific period, so that we can benefit for the long duration ♥ ♥ .","A very wonderful application, and useful for learning the English language 😍 I hope it prefers free and not a specific period, so that we can benefit for the longest duration ♥ ️ ♥ ️.",en,0.8713604211807251,positive,positive,0.9441,positive,0.98616844,0.0028551775,0.010976419,0.98616844
30591,53307,,1,"A very bad experience, the program, unfortunately, about 95% of the lessons, requires a subscription to the application by paying a fee in order to be able to open it, the installation has been canceled","a very bad experience, the program, unfortunately, about 95% of the lessons, require a subscription to the application by pay a fee in order to be able to open it, the installation have be cancel","A very bad experience, the program, unfortunately, about 95% of the lessons, requires a subscription to the application by paying a fee in order to be able to open it, the installation has been canceled",en,0.9550706744194032,negative,negative,-0.8221,negative,0.9404485,0.9404485,0.054587677,0.004963752
30592,53308,,5,"Crazy, but I don't know what to use","crazy, but i do not know what to use","Crazy, but I don't know what to use",en,0.9185016751289368,positive,negative,-0.1779,negative,0.6650563,0.6650563,0.30534318,0.029600468
30593,53309,,5,"It deserves more than five stars, God willing","it deserve more than five stars, god willing","It deserves more than five stars, God willing",en,0.9019988775253296,positive,neutral,0.2732,positive,0.92401874,0.0065573812,0.06942386,0.92401874
30594,53310,,1,The free category is very few,the free category be very few,The free category is very few,en,0.9788951873779296,negative,positive,0.5106,neutral,0.7422189,0.10420368,0.7422189,0.15357737
30595,53311,,5,The free is only limited this problem,the free be only limited this problem,The free is only limited this problem,en,0.8143954277038574,positive,negative,-0.184,negative,0.70288765,0.70288765,0.28327593,0.013836476
30596,53312,,5,"The application of magnificence, by God, and better than the most wonderful","the application of magnificence, by god, and good than the most wonderful","The application of magnificence, by God, and better than the most wonderful",en,0.9512308835983276,positive,positive,0.908,positive,0.9597274,0.0053514815,0.034921125,0.9597274
30597,53313,,1,The application does not work,the application do not work,The application does not work,en,0.8656496405601501,negative,neutral,0.0,negative,0.78217715,0.78217715,0.20124209,0.016580781
30598,53314,,4,Very very fun fun,very very fun fun,Very very fun fun,en,0.9947115182876588,neutral,positive,0.8291,positive,0.9770493,0.004286238,0.018664494,0.9770493
30599,53315,,5,"Very much, I liked the easiest way to correct linguistic errors and change the level from the lowest to the top. Thank you, thank you very much","very much, i like the easy way to correct linguistic error and change the level from the low to the top. thank you, thank you very much","Very much, I liked the easiest way to correct linguistic errors and change the level from the lowest to the top. Thank you, thank you very much",en,0.9372891783714294,positive,positive,0.7703,positive,0.8646399,0.021178491,0.11418163,0.8646399
30600,53316,,5,Very cool helping to pronounce the English boredom in an easy way with lessons in pronouncing each letter and with tests it is a very cool application,very cool help to pronounce the english boredom in an easy way with lesson in pronounce each letter and with test it be a very cool application,Very cool helping to pronounce the English boredom in an easy way with lessons in pronouncing each letter and with tests it is a very cool application,en,0.94667786359787,positive,positive,0.83,positive,0.9391487,0.005567523,0.055283796,0.9391487
30601,53317,,1,It does not work no matter how much I try and tells me that there is an error that happened!,it do not work no matter how much i try and tell me that there be an error that happened!,It does not work no matter how much I try and tells me that there is an error that happened!,en,0.953381597995758,negative,negative,-0.291,negative,0.8945713,0.8945713,0.096890435,0.008538204
30602,53318,,1,The free part does not work and always goes to the promotion page to upgrade the account to a paid account,the free part do not work and always go to the promotion page to upgrade the account to a pay account,The free part does not work and always goes to the promotion page to upgrade the account to a paid account,en,0.9476759433746338,negative,positive,0.4404,negative,0.74147004,0.74147004,0.24539706,0.013132903
30603,53319,,1,"Very bad. And inconsistent. Slow. And by saying a sentence that is not required and accepts it. And by saying the same word or sentence, and he hears it. In general, it is very bad","very bad. and inconsistent. slow. and by say a sentence that be not require and accepts it. and by say the same word or sentence, and he hear it. in general, it be very bad","Very bad. And inconsistent. Slow. And by saying a sentence that is not required and accepts it. And by saying the same word or sentence, and he hears it. In general, it is very bad",en,0.9847342371940612,negative,negative,-0.838,negative,0.88386637,0.88386637,0.10841158,0.00772196
30604,53320,,5,"A sweet game, but you have to learn English and Alasa records your voice, never translating Arabic.","a sweet game, but you have to learn english and alasa record your voice, never translate arabic.","A sweet game, but you have to learn English and Alasa records your voice, never translating Arabic.",en,0.9141606688499452,positive,neutral,0.25,neutral,0.4693439,0.34155393,0.4693439,0.18910211
